award_id,vendor_name,description,award_amount,total_outlays,contract_award_type,start_date,end_date,awarding_agency,awarding_sub_agency,naics_code,psc_code,query_batch
N6247823F4040,MANSON CONSTRUCTION CO,X001 WR152744-WON1684025-DRYDOCK NO.4 CAISSON - 5 YEAR UT PLATING,6564767.0,0.0,DELIVERY ORDER,2022-12-15,2023-12-01,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N5523625F9976,HII FLEET SUPPORT GROUP LLC,"C460C, TO PROVIDE LABOR, MATERIALS, SUBCONTRACTOR, AND OTHER DIRECT COSTS TO SUPPORT REQUIREMENT DESCRIBED IN THE STATEMENT OF WORK.",6556120.0,0.0,DELIVERY ORDER,2025-04-08,2026-06-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N4008516C9314,RTH MECHANICAL CONTRACTORS INC,"IGF::OT::IGF R22 REQUIREMENT FOR PNSY, KITTERY MAINE",6553216.82,,DEFINITIVE CONTRACT,2016-03-08,2019-01-18,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N3904016P0031,ORBIS SIBRO INC,"NON-NUCLEAR TOUCH LABOR SUPPORT FOR THE PORTSMOUTH NAVAL SHIPYARD, KITTERY, ME.",6523102.82,,PURCHASE ORDER,2016-02-11,2016-11-21,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N6274218F0325,MN & DPI JV,"IGF::OT::IGF X004 FY20 MCON P-030 REPLACE PIER 5, COMBINED FLEET ACTIVITIES YOKOSUKA (CFAY), JAPAN",6503265.0,0.0,DELIVERY ORDER,2018-04-30,2025-06-01,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N5523622F9960,HII FLEET SUPPORT GROUP LLC,LABOR SUPPORT FOR 22-M1509 SECAP,6497486.0,3219930.05,DELIVERY ORDER,2022-07-15,2024-08-07,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
W56HZV19FL028,BAY SHIP & YACHT CO,VESSEL OCCM REPAIRS/MODIFICATIONS,6475002.75,0.0,DELIVERY ORDER,2019-02-11,2019-09-16,Department of Defense,Department of the Army,,,psc_1905_combat_contracts
N6278621F0020,BATH IRON WORKS CORPORATION,"PLANNING, ENGINEERING, & MGMT EFFORTS",6456191.0,,DELIVERY ORDER,2021-06-17,2022-09-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002426C2100,HUNTINGTON INGALLS INC,AIRCRAFT CARRIER ENGINEERING SUPPORT (ACES) AND FORD CLASS DESIGN SUPPORT (FCDS),6436283.0,,DEFINITIVE CONTRACT,2025-12-01,2030-11-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N6278624F0032,LOCKHEED MARTIN CORPORATION,LCS 29 PDT&T SUPPORT - LABOR,6435679.0,,DELIVERY ORDER,2024-09-30,2026-02-28,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N4425523F4244,"NOVA GROUP, INC.","X005 MSR #20061741_1704295 -- (20061741) REFURBISH MDP1 PW2, B168",6412777.0,,DELIVERY ORDER,2023-03-27,2025-03-20,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N6247819F4144,"RORE, INC.","IGF::OT::IGF RECONFIGURE SHOREPOWER AT BRAVO 26 AND MIKE 4, JOINT BASE PEARL HARBOR-HICKAM, HAWAII",6264459.03,0.0,DELIVERY ORDER,2019-06-04,2022-02-07,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4008520C0080,"ENGINEERED CONSTRUCTION SERVICES, INC.",REPAIR SUBSTATION 7,6217554.0,0.0,DEFINITIVE CONTRACT,2020-09-30,2021-10-30,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4008525F1143,ARMITAGE SAI JV,"COMMUNICATION CENTER DEMARC, PNSY",6139120.0,,DELIVERY ORDER,2025-09-18,2026-09-18,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
693JF726F00024N,"TOTE SERVICES, LLC",TO ESTABLISH FUNDING FOR MISSILE RANGE INSTRUMENTATION VESSEL (MRIV) CONTRACT DESIGN PACKAGE.,6050000.0,,DELIVERY ORDER,2026-03-12,2026-07-20,Department of Transportation,Maritime Administration,,,kw_ship_construction_contracts
N6247824F4160,"INSIGHT PACIFIC, LLC","WR152833-WON1704323-RM21-2086 DD2 UTILITY TUNNEL REPAIRS, JBPHH",5939800.0,,DELIVERY ORDER,2024-07-05,2025-07-10,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4008516C9304,METHUEN CONSTRUCTION CO INC,IGF::OT::IGF DD#2 PROPULSOR ENCLOSURE,5936265.0,,DEFINITIVE CONTRACT,2016-01-14,2018-01-05,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N0002416C2311,HUNTINGTON INGALLS INCORPORATED,"DDG1000/1 CUT, FABRICATE&PREP SHIPMENT MAST",5907656.99,0.0,DEFINITIVE CONTRACT,2016-09-28,2019-05-13,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N5005421F3002,HII FLEET SUPPORT GROUP LLC,MARMC ESU SUPPORT,5902697.76,4685777.62,DELIVERY ORDER,2021-09-01,2022-08-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N4008518C9519,"ASTURIAN GROUP, INC.",BUILDING 343 STRUCTURAL REPAIRS,5826816.0,0.0,DEFINITIVE CONTRACT,2018-03-13,2020-03-12,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N6945023F0641,"ISLANDS MECHANICAL CONTRACTOR, INC",TASK ORDER AWARD,5765652.0,0.0,DELIVERY ORDER,2023-06-28,2025-10-18,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4425525F0104,TRI COAST-PAC TECH JV LLLP,"THIS TASK ORDER FOR BUILDING 857 IS TO REMOVE, REPAIR, AND REPLACE THE EXISTING ROOF, ADD AN EXTERIOR STAIR ACCESS WITH RAILING AROUND THE PERIMETER OF THE BUILDING, AND RELOCATE THE NATURAL GAS LINES FROM ON TOP OF THE ROOF, TO INSIDE THE BUILDING.",5695004.0,,DELIVERY ORDER,2025-06-04,2026-06-04,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N6247825F0148,NAN INC,"WON 1732722 DRYDOCK 2, MAIN PUMP NO. 3 REPAIRS, PHNSY AND IMF, JBPHH, HAWAII",5672349.0,,DELIVERY ORDER,2025-09-16,2026-12-16,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4008523F6271,OCEAN CONSTRUCTION SERVICES INC,X002 NNSY BLDG 831 SALT WATER PS#5 REPAIR/ RENOVATION,5670619.0,,DELIVERY ORDER,2023-09-19,2024-09-17,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N6247824F4298,D SQUARE CONSTRUCTION LLC,"X002 WON 1798774, FY 2024 MCON PROGRAM PROJECT P-8014U WHARF M1/M2 SHORE POWER DISTRIBUTION, JBPHH, HI ISSUE OFFICE:  WF/REDHILL",5650236.3,,DELIVERY ORDER,2024-09-23,2026-03-05,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N0002425C2414,DAMEN SHIPBUILDING & COOPERATION B.V.,TECHNICAL DATA PACKAGE,5647556.0,,DEFINITIVE CONTRACT,2025-07-30,2026-03-12,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N4008517C6115,STRUCTURAL ASSOCIATES INC,IGF::OT::IGF  BASE BID - SEWS AND GAPS,5624094.0,0.0,DEFINITIVE CONTRACT,2017-09-18,2020-01-31,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
W56HZV18FL836,BAY SHIP & YACHT CO,LCU 2021 VESSEL OCCM REPAIRS/MODS,5604070.27,,DELIVERY ORDER,2018-06-13,2019-03-17,Department of Defense,Department of the Army,,,psc_1905_combat_contracts
N6247818F4182,"D&D CONSTRUCTION, INC.",IGF::OT::IGF X018 WR152236 DRY DOCK 2 REPAIR FLOOR AND VARIOUS TU,5572664.0,0.0,DELIVERY ORDER,2018-06-28,2022-05-31,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N6247823F4180,MANSON CONSTRUCTION CO,"CONTRACT N62478-22-D-4008, TASK ORDER N6247823F4180, WON1679403-DRY DOCK NO. 2 FACILITY REPAIRS & IMPROVEMENTS, PHNSY & IMF, JBPHH, HAWAII - TASK ORDER FOR VARIOUS REPAIRS AND IMPROVEMENTS TO DRY DOCK NO. 2.",5568986.68,,DELIVERY ORDER,2023-08-18,2024-06-24,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
47QFLA22F0173,"VRC METAL SYSTEMS, LLC",SBIR PHASE III NAVY COLD SPRAY CELL SAN DIEGO,5415725.23,-7158.25,DELIVERY ORDER,2022-08-01,2025-07-31,General Services Administration,Federal Acquisition Service,,,kw_ship_construction_contracts
47QFLA21F0039,"VRC METAL SYSTEMS, LLC",SBIR PHASE III TASK ORDER NAVY COLD SPRAY CELLS,5393373.38,-549.9,DELIVERY ORDER,2021-02-01,2024-01-31,General Services Administration,Federal Acquisition Service,,,kw_ship_construction_contracts
N4425523F4298,TRITON MARINE CONSTRUCTION CORP.,"REPAIR GROUNDWATER RELIEF SYSTEM, DD6",5354365.42,1880834.4,DELIVERY ORDER,2024-02-12,2024-07-30,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N6278621F0003,BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,DDG 1001 MMAV 2 AVAILABILITY,5266558.38,0.0,DELIVERY ORDER,2020-12-28,2021-09-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N5523622F9966,HII FLEET SUPPORT GROUP LLC,LABOR SUPPORT SEMAT C5I S400,5236256.0,2145159.43,DELIVERY ORDER,2022-09-09,2024-07-28,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
W56HZV18FL997,"METAL TRADES, LLC",MC PONTOONS REPAIRS/MODIFICATIONS,5185181.6,0.0,DELIVERY ORDER,2018-08-27,2020-05-14,Department of Defense,Department of the Army,,,psc_1905_combat_contracts
N0002425C6209,"RITE-SOLUTIONS, INC.",CLIN 0001 CEILING HOLDER,5129663.0,,DEFINITIVE CONTRACT,2025-05-01,2030-04-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
L803,ELECTRIC BOAT CORPORATION,"PSNS TRADE SUPPORT SVCS, PSNS-12-001",5113951.0,,DELIVERY ORDER,2012-04-02,2012-09-28,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N6523617F3079,SCIENTIFIC RESEARCH CORPORATION,"IGF::OT::IGF THIS TASK ORDER PROVIDES SERVICES WITH SHIP CONSTRUCTION, PROCUREMENT&INTEGRATION,OPERATIONS&MAINTENANCE TO SUPPORT NAVAL MESSAGING REQUIREMENTS ASHORE, AFLOAT AND SUB-SURFACE. TASKING INCLUDING HARDWARE/SOFTWARE, PROJECT MANAGEMENT, LOGISTICS MANAGEMENT, CERTIFICATION AUTHORITY/IA, SYSTEMS ENGINEERING, SYSTEMS INSTALLATION&TURNOVER, TRAINING SERVICES, SOFTWARE MAINTENANCE, TECHNICAL PUBLICATIONS, SOFTWARE ENGINEERING, FLEET ENGINEERING, HELPDESK SUPPORT, AND MAINTENANCE ENGINEERING.",5104868.59,,DELIVERY ORDER,2017-06-02,2018-06-12,Department of Defense,Defense Contract Management Agency,,,kw_ship_construction_contracts
N6247817F4133,HAWAII PACIFIC JV LLC,"IGF::OT::IGF ST16-1343 LOW PRESSURE AIR AND SALT WATER PIPING AT DRYDOCKS 1 THRU 4 AT PHNSY&IMF, JBPHH, OAHU, HAWAII",5100000.0,,DELIVERY ORDER,2017-09-01,2022-08-17,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N6279323F7900,HII FLEET SUPPORT GROUP LLC,CVN 79 ESU-AWE,5014516.5,,DELIVERY ORDER,2023-02-10,2026-03-27,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
BR28,HEAVY ENGINEERING INDUSTRIES AND SHIPBUILDING COMPANY K.S.C.,OCCM TO US VESSEL LSV 5,4986233.77,,DELIVERY ORDER,2017-09-25,2018-07-04,Department of Defense,Department of the Army,,,psc_1905_combat_contracts
N5523624F9963,HII FLEET SUPPORT GROUP LLC,"C460C, PROVIDE LABOR, MATERIALS, SUBCONTRACTOR, OTHER DIRECT COSTS IN SUPPORT OF REQUIREMENT.",4971054.0,146614.54,DELIVERY ORDER,2024-08-03,2026-12-05,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
W911XK21C0006,"NORTHERN INTERSTATE CONSTRUCTION, INC.",DULUTH VESSEL YARD REPAIRS,4963281.6,2423543.4,DEFINITIVE CONTRACT,2021-06-04,2022-10-07,Department of Defense,Department of the Army,,,kw_ship_construction_contracts
N5523621F9994,HII FLEET SUPPORT GROUP LLC,"C440B/CVN, SURFACE ENGINEERING MAINTENANCE ASSIST TEAM (SEMAT) JAPAN_TASK ORDER 21-M1507",4959444.0,,DELIVERY ORDER,2021-09-24,2022-08-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N4425524F4172,"NOVA GROUP, INC.",MSR #18313104_1765184 -- (IH-DB_18313104) PW6 DRAINAGE UPGRADE (P,4949494.0,1219494.0,DELIVERY ORDER,2024-04-11,2024-12-02,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
W56HZV19FA004,HEAVY ENGINEERING INDUSTRIES AND SHIPBUILDING COMPANY K.S.C.,LSV-6 OCCM,4920372.53,0.0,DELIVERY ORDER,2019-03-29,2020-02-28,Department of Defense,Department of the Army,,,psc_1905_combat_contracts
N0002425C2400,HUNTINGTON INGALLS INCORPORATED,LHA CLASS POST DELIVERY AND ENGINEERING SUPPORT (PD&ES),4897782.0,,DEFINITIVE CONTRACT,2025-09-30,2030-12-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N4425522F4412,"NOVA GROUP, INC.","REFURBISH MDP2 PW2, B168, PSNS",4893127.0,0.0,DELIVERY ORDER,2022-09-26,2023-09-21,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N6931618F6000,HUNTINGTON INGALLS INCORPORATED,PSA LABOR - BOA ITEM 0001,4886852.0,0.0,DELIVERY ORDER,2017-10-27,2019-02-28,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N4425518F4099,MANSON CONSTRUCTION CO,(B6HZPX) D-B FABRICATE TWO NEW TRIDENT MOORING CAMELS,4877913.66,0.0,DELIVERY ORDER,2018-03-13,2020-03-12,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N5523626F9970,HII FLEET SUPPORT GROUP LLC,CODE 460C - CARRIER SANITARY OVERHAUL AND REPAIRS SUPPORT,4875324.0,,DELIVERY ORDER,2025-12-16,2026-06-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N4425522F4244,"NOVA GROUP, INC.","""EO14042"" (19579215) MITIGATION DD6 PSNS",4874255.0,,DELIVERY ORDER,2023-04-19,2023-04-19,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N5523623F9973,HII FLEET SUPPORT GROUP LLC,CODE 460C/CVN. TO INCORPORATE AND OBLIGATE TASK ORDER 23-P108.,4866875.0,0.0,DELIVERY ORDER,2023-07-01,2024-06-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N6279325F7511,HII FLEET SUPPORT GROUP LLC,N62793-25-F-7511 ISSUED FOR THE CARRIER ENGINEERING MAINTENANCE ASSIST TEAM TO SUPPORT THE CVN75 REFUEL COMPLEX OVERHAUL - ADVANCED PLANNING,4834003.64,,DELIVERY ORDER,2025-09-10,2026-09-09,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002418F23A1,BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,FY 18 AND FY 19 PROGRAM MANAGEMENT,4830996.0,122757.0,DELIVERY ORDER,2018-06-11,2019-09-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002425C4113,AMERICAN SUPERCONDUCTOR CORP,"HTS MOTOR PHASE I, II & III",4822952.0,,DEFINITIVE CONTRACT,2025-09-24,2027-09-23,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N4008522F5950,KUNJ CONSTRUCTION CORPORATION,"X001 DRY DOCK REPAIRS, PNSY",4795855.0,,DELIVERY ORDER,2022-09-01,2024-10-15,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N0002418F4T01,HUNTINGTON INGALLS INC,MTS INACTIVATION STUDY,4784608.23,0.0,DELIVERY ORDER,2018-05-29,2019-06-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N6279321F0003,HII FLEET SUPPORT GROUP LLC,LABOR SUPPORT,4749948.76,,DELIVERY ORDER,2021-10-01,2022-06-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N6278619F0051,BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,DDG 1000 CMAV (APR-JULY 2019),4730542.0,21885.0,DELIVERY ORDER,2019-04-15,2021-01-22,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N6278618F0048,LOCKHEED MARTIN CORPORATION,POST DELIVERY TEST AND TRIAL SUPPORT,4718464.0,0.0,DELIVERY ORDER,2018-09-28,2020-08-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N4008424F4231,"SUMIJU YOKOSUKA KOGYO CO., LTD.","YSK-DD, RPL BOLLARDS & CLEATS",4706460.1,,DELIVERY ORDER,2024-03-15,2026-02-19,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N5005425F6002,HII FLEET SUPPORT GROUP LLC,CARRIER ENGINEERING MAINTENANCE ASSIST TEAM,4654572.03,,DELIVERY ORDER,2025-09-01,2026-08-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N4008417C0101,NIKKAI CORPORATION,"IGF::OT::IGF REPAIR FACILITIES, J6 AND DD#6 FOR THE CFAY JAPAN",4646722.51,,DEFINITIVE CONTRACT,2017-02-23,2019-02-06,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4008517C0541,"SPECIALTY DIVING SERVICES, INC.",IGF::OT::IGF CONSTRUCTION REPAIR PIER 2 PILES,4634355.91,,DEFINITIVE CONTRACT,2017-09-29,2019-01-08,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N6278624F0029,LOCKHEED MARTIN CORPORATION,ENGINEERING AND MANAGEMENT EFFORTS LCS 29 CLIN 0005 BASE DELIVERY ORDER,4630144.0,,DELIVERY ORDER,2024-08-22,2026-02-28,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N4008415C0106,"SUMITOMO HEAVY INDUSTRIES, LTD","IGF::OT::IGF N40084-15-C-0106, DB TO OVERHAUL CAISSONS IN DRYDOCKS 1,3 AND 4.",4629487.18,,DEFINITIVE CONTRACT,2015-09-14,2017-03-31,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N6247824F4128,NAN INC,"CONTRACT N62478-22-D-4009 TASK ORDER N6247824F4128 SPECIAL PROJECT ST21-2109 DRY DOCK NO. 3 CAISSON 10 YEAR ULTRASONIC TESTING, JBPHH - TASK ORDER TO PERFORM A TEN-YEAR ULTRASONIC TESTING (UT) ON DRY DOCK 3 CAISSON PLATING.",4609440.0,,DELIVERY ORDER,2024-05-06,2025-04-15,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N0002425C4112,GE ENERGY POWER CONVERSION NAVAL SYSTEMS INC.,TACTICAL ENERGY MANAGEMENT CONTROLLER,4576246.0,,DEFINITIVE CONTRACT,2025-09-25,2030-09-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N5005425F6003,HII FLEET SUPPORT GROUP LLC,ELEVATOR SUPPORT UNIT (ESU SUPPORT),4569073.6,,DELIVERY ORDER,2025-09-01,2026-08-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N5523625F9966,HII FLEET SUPPORT GROUP LLC,"C460C, PROVIDE LABOR, MATERIALS, SUBCONTRACTOR, OTHER DIRECT COSTS IN SUPPORT OF REQUIREMENT.",4539969.0,0.0,DELIVERY ORDER,2025-05-01,2026-04-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
W912BU20F0010,"THOMA-SEA MARINE CONSTRUCTORS, L.L.C.","MURDEN DRY DOCK REPAIRS. FURNISHING ALL LABOR, MATERIALS, FITTINGS, EQUIPMENT, TOOLS, POWER, COMPRESSED AIR, ETC., AND PERFORM THE WORK ON THE VESSEL.",4507065.11,,DELIVERY ORDER,2019-12-16,2020-12-01,Department of Defense,Department of the Army,,,kw_ship_construction_contracts
N4008420F4014,NIKKAI CORPORATION,"X013 SRF-YSK-DD6, VARIOUS REPAIRS IN AND AROUND DD6",4373888.29,0.0,DELIVERY ORDER,2019-10-24,2022-10-31,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N6247823F4191,ALLIED PACIFIC BUILDERS INC,"X017 WR152807-WON1721205-DD1 CAISSON 5 YEAR UT, PHNSY, JBPHH, HI. ISSUE OFFICE: SHIPYARD",4357217.76,,DELIVERY ORDER,2023-08-24,2024-06-24,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N6278621F0002,BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,DDG 1000 PSA-A INDUSTRIAL EFFORTS AND MATERIAL,4300437.0,0.0,DELIVERY ORDER,2020-11-05,2021-06-18,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002425C2413,"BOLLINGER SHIPYARDS LOCKPORT, L.L.C.",TECHNICAL DATA PACKAGE,4200000.0,,DEFINITIVE CONTRACT,2025-08-08,2025-08-28,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N6247818F4313,ELITE PACIFIC CONSTRUCTION INC.,"IGF::OT::IGF X002 ST17-0924 DRYDOCKS 1 THRU 4 REPLACE RF ALARMS AND BUBBLER SYSTEM, PHNSY, JBPHH.",4160448.0,0.0,DELIVERY ORDER,2018-09-21,2023-08-21,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N5523622F9965,HII FLEET SUPPORT GROUP LLC,LABOR SUPPORT CEMAT 22-P122 HSH,4155256.06,0.0,DELIVERY ORDER,2022-09-14,2023-09-11,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N6449820F4029,OCEANEERING INTERNATIONAL INC,SAIL RACETRACKS AND PAYLOAD TUBE PLATFORMS,4151116.0,0.0,DELIVERY ORDER,2019-12-18,2021-06-18,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N6279322F0003,HII FLEET SUPPORT GROUP LLC,LABOR SUPPORT FOR CVN 73 CEMAT,4126269.91,,DELIVERY ORDER,2021-12-21,2023-07-28,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N4008515C6137,"CCI ENERGY AND CONSTRUCTION SERVICES, LLC",IGF::OT::IGF  BASE BID - TEMPORARY RELOCATION SHOP 56,4113201.23,,DEFINITIVE CONTRACT,2015-09-30,2016-05-31,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N5523625F9978,HII FLEET SUPPORT GROUP LLC,"C460C, TO PROVIDE LABOR, MATERIAL, SUBCONTRACTOR, AND OTHER DIRECT COSTS TO SUPPORT REQUIREMENTS DESCRIBED IN THE STATEMENT OF WORK",4070818.0,0.0,DELIVERY ORDER,2025-04-08,2026-06-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N4008425F0052,"SUMIJU YOKOSUKA KOGYO CO., LTD.","YSK-DD4,SRF REPAIR CAISSON OUTER SILL",4069790.98,,DELIVERY ORDER,2025-01-08,2026-06-02,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4425525F4049,DTS P&L JV2,"NAVFAC NORTHWEST 8(A) MACC MODERNIZE ELEVATORS, BUILDING 850",4058148.98,,DELIVERY ORDER,2025-01-24,2026-09-28,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N5523622F9953,HII FLEET SUPPORT GROUP LLC,"C440B/CVN. TO INCORPORATE TASK ORDER 22-P125, HABITABILITY SELF HELP",3976353.97,0.0,DELIVERY ORDER,2022-02-14,2023-12-12,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N4008514C0061,"UNITED WALLS SYSTEMS, LLC",IGF::OT::IGF EXTERIOR PAINT MAINTENANCE PROJ NON CIA,3962230.98,,DEFINITIVE CONTRACT,2014-09-30,2016-06-30,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N6247821F4190,"SILVER MOUNTAIN CONSTRUCTION, LLC","X008 WR152686-WON1677339-BLDG 1670 REPLACE FREIGHT ELEVATOR 027, PHNSY, JBPHH, HI.",3952085.0,0.0,DELIVERY ORDER,2021-06-29,2024-10-28,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
693JF717F00049,"PACIFIC LAYBERTHING SOUTH, LLC","THE PURPOSE OF THIS TASK ORDER IS TO PROVIDE: FUNDS FOR THE RENDITION OF LAYBERTHING SERVICES ($1,145,005.00) AND FUNDS FOR THE PAYMENT OF UTILITIES ($42,554.00) FOR MARADS VESSEL, CAPE MOHICAN; THE TOTAL AMOUNT OF THIS TASK ORDER IS $1,187,559.00.  IGF::CT::IGF",3950874.0,2106100.15,DELIVERY ORDER,2017-09-20,2022-11-14,Department of Transportation,Maritime Administration,,,kw_ship_construction_contracts
N4008520C0062,P & S CONSTRUCTION INC.,B178 HIGH DENSITY STORAGE STACKER,3949649.65,0.0,DEFINITIVE CONTRACT,2020-09-09,2021-07-31,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N4425525F4019,TRITON MARINE CONSTRUCTION CORP.,WATERFRONT MULTI-AWARD CONST. CONTRACT SALTWATER SYSTEM PIER 3 EAST,3934600.0,,DELIVERY ORDER,2024-12-05,2025-12-15,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
